,Unnamed: 0,Unnamed: 0.1,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,ranks,readability,solutions
1958,1958,1958,5.0,True,"05 4, 2016",A1AWX0M8R6A2I1,B0092UF54A,"{'Size:': ' 12 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",CBP,Perfict fit for me. Great looking shoes at a great price.,nice,1462320000,,,"[('Great looking shoes', 0.3167799729704336), ('a great price', 0.1724877710008319), ('Perfict', 0.1410442966097926), ('me', 0.0)]",101.2706818181818,undec
1959,1959,1959,5.0,True,"04 23, 2016",AT5OQFDS6PEE1,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",H. Heckstall,The sneakers are very comfortable and fit to size.,Five Stars,1461369600,,,"[('The sneakers', 0.08435393551095692)]",66.10000000000002,undec
1960,1960,1960,5.0,True,"04 21, 2016",AOFQAZVA6Q6E7,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",D. Resendes,"I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",Wide Feet so Somewhat Tight,1461196800,3.0,,"[('personal preference', 0.20601051545426258), ('wide feet', 0.1261141068930657), ('my workouts', 0.08331755394388984), ('the shoes', 0.060941407174681377), ('these shoes', 0.060941407174681377), ('some people', 0.03609244935539618), ('the fact', 0.03609244935539618), ('about a week', 0.030409936364557393), ('I', 0.0), ('all', 0.0), ('it', 0.0), ('me', 0.0), ('them', 0.0)]",75.30016304347828,undec
1961,1961,1961,4.0,True,"04 20, 2016",A2C6XHB0AEBNEG,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,I really like them!,Four Stars,1461110400,,,"[('I', 0.0), ('them', 0.0)]",75.87500000000001,undec
1962,1962,1962,4.0,True,"04 19, 2016",A3UMNRR89DIZRM,B0092UF54A,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Good light weight shoe...had to add insole for more support.,Four Stars,1461024000,2.0,,"[('more support', 0.3029955369418653), ('Good light weight shoe', 0.19925608179072685), ('insole', 0.17743725822400744)]",95.68818181818185,undec
1963,1963,1963,5.0,True,"04 18, 2016",AZRZ2FB7CFNOE,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Catherine Uribe,I love my tennis shoes,Five Stars,1460937600,,,"[('my tennis shoes', 0.22394480434190053), ('I', 0.0)]",100.24000000000002,undec
1964,1964,1964,3.0,True,"04 4, 2016",A4M7JTCBXRAT3,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Micki from FL,"This is a shoe I will wear with black dress pants or jeans when I need comfort and a little style, but I am not impressed.  This is a very flimsy shoe with little support at all.  Not like any Nike I've ever purchased in the past.  It looks nice, but it's not comfortable.","LOOKS GOOD, FEELS ICKY!",1459728000,2.0,,"[('little support', 0.1806453073254181), ('black dress pants', 0.15625916495049286), ('comfort', 0.13414141620658684), ('jeans', 0.12131740096558127), ('a little style', 0.10454316979861074), ('Nike', 0.07411882685626313), ('the past', 0.055584474043128364), ('a very flimsy shoe', 0.04064296043111808), ('a shoe', 0.038781816245723605), ('any Nike', 0.034234019709986234), ('I', 0.0), ('It', 0.0), ('This', 0.0), ('it', 0.0)]",89.96072368421054,undec
1965,1965,1965,5.0,True,"03 31, 2016",A2TRI54C8EMCX,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Andrea Seo B.,"Love it!! Super comfortable and nice!! Got more than I expected, super flexible great for training. Definetly recommend it.",Love it!! Definetly recommend it,1459382400,,,"[('training', 0.2529191960215738), ('I', 0.0), ('it', 0.0)]",55.07690789473685,undec
1966,1966,1966,5.0,True,"03 28, 2016",A1WVSBL8J4ZESK,B0092UF54A,"{'Size:': ' 7.5 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",Magu,Excelente,Five Stars,1459123200,,,"[('Excelente', 0.5)]",-47.97999999999996,undec
1967,1967,1967,2.0,True,"03 28, 2016",A2GJUMX0CRHLIN,B0092UF54A,"{'Size:': ' 13 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",Amazon Customer,"These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",Cheap,1459123200,,,"[('another Nike downshifter series', 0.14866849625809758), ('Nike', 0.13155043983622522), ('These shoes', 0.04734609155372741), ('I', 0.0), ('them', 0.0)]",66.67612068965518,undec
1968,1968,1968,2.0,True,"03 28, 2016",A2GJUMX0CRHLIN,B005AGO4LU,"{'Size:': ' 13 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",Amazon Customer,"These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",Cheap,1459123200,,,"[('another Nike downshifter series', 0.14866849625809758), ('Nike', 0.13155043983622522), ('These shoes', 0.04734609155372741), ('I', 0.0), ('them', 0.0)]",66.67612068965518,undec
1969,1969,1969,4.0,True,"03 24, 2016",A3KAX5RZ4XH9L7,B005AGO4LU,"{'Size:': ' 9 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",initialkl,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Pretty comfortable pair of running shoes,1458777600,,,"[('shoes', 0.14736849424724308), ('my feet', 0.06331431670585418), ('the pair', 0.0600847323928036), ('the price', 0.0468192066990428), ('I', 0.0), ('It', 0.0), ('it', 0.0)]",98.96071428571427,undec
1970,1970,1970,3.0,True,"03 23, 2016",A2YI41MCJB2QCV,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Elizabeth Gravesen,I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,I always get a half size up in my tennis ...,1458691200,7.0,,"[('my tennis shoes', 0.12971597081854963), ('half', 0.11612437556990714), ('the heel area', 0.11278192619619307), ('a half size', 0.08773595161421166), ('some reason', 0.04734609155372741), ('I', 0.0), ('these', 0.0)]",92.43000000000002,undec
1971,1971,1971,5.0,True,"03 20, 2016",A3ONF0JD2UBP54,B005AGO4LU,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Bright Mango/Crimson/White/Blue'}",Denise L Woodruff,Put them on and walked 3 hours with no problem! Love them! So light feeling,Love them! So light feeling,1458432000,,,"[('no problem', 0.1261115744260841), ('So light feeling', 0.1253011354803605), ('3 hours', 0.09271909231979704), ('them', 0.0)]",105.88000000000002,undec
1972,1972,1972,5.0,True,"03 18, 2016",A3R09ZAUTB2PUU,B005AGO4LU,"{'Size:': ' 10.5 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",ely concepcion,excelente,Five Stars,1458259200,,,"[('excelente', 0.5)]",-47.97999999999996,undec
1973,1973,1973,4.0,True,"03 16, 2016",A3P1MRTMU7EH0D,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amy S.,"The shoes fit well in the arch area. They are a little wider in the toe area of the shoe, you feel like you have a lot of room. This does not make the shoe uncomfortable, just had to get used to it. Love the shoe.",you feel like you have a lot of room,1458086400,,,"[('room', 0.1967197249383128), ('the arch area', 0.1002928424278679), ('the toe area', 0.09760880606486542), ('The shoes', 0.07374706353995367), ('the shoe', 0.07374706353995367), ('a lot', 0.0688491806705567), ('They', 0.0), ('This', 0.0), ('it', 0.0), ('you', 0.0)]",92.17119565217394,undec
1974,1974,1974,5.0,True,"03 13, 2016",ATS6HOUGOVX0D,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,"Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",Exactly What I Was Looking For,1457827200,22.0,,"[('planks', 0.10824643098701266), ('a durable cross training shoe', 0.10783489873327615), ('push-ups', 0.09802863193158949), ('my rigorous training', 0.0967188261560205), ('grips', 0.07001638803089572), ('my feet', 0.04150205908285004), ('this purchase', 0.03882803707160816), ('the bottoms', 0.03663525665899351), ('a store', 0.03407743022253024), ('I', 0.0), ('They', 0.0), ('me', 0.0), ('that', 0.0), ('them', 0.0), ('these', 0.0), ('they', 0.0)]",80.43622807017547,undec
1975,1975,1975,5.0,True,"03 6, 2016",A12AWD9L3DD93E,B005AGO4LU,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,I recommend that!,Five Stars,1457222400,,,"[('I', 0.0), ('that', 0.0)]",62.79000000000002,undec
1976,1976,1976,5.0,True,"03 2, 2016",A1D6THAJG4XGSP,B005AGO4LU,"{'Size:': ' 13 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",Shoppermom,"My son likes these, and this is the 2nd pair he's worn.","Good shoes, tolerable price.",1456876800,,,"[('2nd', 0.19959129852727492), ('the 2nd pair', 0.15540594682810233), ('My son', 0.07183415490219103), ('he', 0.0), ('these', 0.0), ('this', 0.0)]",110.055,undec
1977,1977,1977,5.0,True,"06 3, 2018",A3H6A9RH9LN2LJ,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Lea M,"Love these shoes! Great fit, very light weight.",Five Stars,1527984000,,,"[('Great fit, very light weight', 0.16414829528293567), ('these shoes', 0.09765934981556511)]",107.6,undec
1978,1978,1978,5.0,True,"05 22, 2018",A1T708NWV60HSO,B005AGO4LU,"{'Size:': ' 6 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Beatrice Garcia,"Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.",LOVE my new sneakers!,1526947200,,,"[('other shoes', 0.16976043636660387), ('long periods', 0.16096969774953152), ('time', 0.1591382299185402), ('flat feet', 0.15776527904969467), ('shoes', 0.15335285880864788), ('my small feet', 0.08797276643658879), ('the shoe', 0.07083065145133723), ('a different color', 0.05895867628009812), ('a lot', 0.05471043780855818), ('any dirt', 0.0306160772691612), ('another pair', 0.02702596903097086), ('I', 0.0), ('They', 0.0), ('they', 0.0)]",73.54400000000001,undec
1979,1979,1979,5.0,True,"05 16, 2018",ASECGGNQIT2RN,B005AGO4LU,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Debra DeGrand,Love these shoes!,Very confortable!,1526428800,,,"[('these shoes', 0.18606416643214074)]",119.19000000000004,undec
1980,1980,1980,5.0,True,"05 16, 2018",A39LISAY8SNHM,B005AGO4LU,"{'Size:': ' 10.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",k,Comfortable,Five Stars,1526428800,,,[],-132.57999999999996,undec
1981,1981,1981,3.0,True,"05 15, 2018",A1A8RABZPTD7HL,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Amazon Customer,Fit fine...did not like color in person,Three Stars,1526342400,,,"[('person', 0.3133149376003838), ('color', 0.2382589909958323), ('Fit fine', 0.22156958603625437)]",92.965,undec
1982,1982,1982,3.0,True,"05 15, 2018",A2BM6XH033ZQ3I,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",amazonuser,The shoe is too large. When you do lunges it hurts the heel. The shoe size from a local store is the size I ordered from Amazon however the size or fitting seems to be large,somewhat large fit,1526342400,,,"[('fitting', 0.1458820237672727), ('Amazon', 0.1413626379831949), ('The shoe size', 0.10130009728919681), ('lunges', 0.09656854135373207), ('the size', 0.0848908114453355), ('a local store', 0.08276869987537609), ('the heel', 0.07242031076399971), ('The shoe', 0.039372694667359584), ('I', 0.0), ('it', 0.0), ('you', 0.0)]",91.255,undec
1983,1983,1983,5.0,True,"05 5, 2018",A2N97FVE233YZ4,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Green Glow/Seaweed - Hasta - White'}",GadgetDiva,Really great for walking I'm very glad I got these and the color is fun,Five Stars,1525478400,,,"[('fun', 0.29499743629328806), ('the color', 0.10399112450270392), ('I', 0.0), ('these', 0.0)]",78.81000000000003,undec
1984,1984,1984,5.0,True,"05 3, 2018",A2YIR9LKJO8W37,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Hair_bear_xo,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Five Stars,1525305600,,,"[('light', 0.17226410490337343), ('padding', 0.14430704238172956), ('Lots', 0.12738489489375973), ('these shoes', 0.08002632173472049), ('My feet', 0.0588365626860835)]",102.045,undec
1985,1985,1985,3.0,True,"04 30, 2018",A3NAUSUOBMW1XH,B005AGO4LU,"{'Size:': ' 12 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Amazon Customer,ok but too big,Three Stars,1525046400,,,[],118.175,undec
1986,1986,1986,5.0,True,"04 26, 2018",AHZ8GGXF4BCNP,B005AGO4LU,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Melissa Williams,Love these shoes.. they are so comfortable.,Five Stars,1524700800,,,"[('these shoes', 0.16008657983478472), ('they', 0.0)]",82.42535714285715,undec
1987,1987,1987,5.0,True,"04 24, 2018",A1OWUKMLTHKYG,B005AGO4LU,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Alison,"In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",Great Shoe,1524528000,,,"[('good support', 0.26234889814836987), ('light weight', 0.156636792725693), ('another pair', 0.06907202663933187), ('a 9-9.5 womens', 0.029655570983578513), ('9', 0.0), ('9.5', 0.0), ('I', 0.0), ('They', 0.0), ('these', 0.0), ('they', 0.0)]",98.2525,undec
1988,1988,1988,5.0,True,"04 22, 2018",A1VH37JYIIHE3F,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Margaret,"Love these shoes!
So stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",Love these shoes,1524355200,,,"[('high fashion', 0.26528009380868045), ('yoga pants', 0.2041675401354236), ('Nikes', 0.14199373778315003), ('Black', 0.12439986467822693), ('NYC', 0.10981227224394481), ('these shoes', 0.05375598738420623), ('a trip', 0.04477246664563476)]",94.91988505747128,undec
1989,1989,1989,3.0,True,"04 19, 2018",AOZHQ15OKY2ZT,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Fixalot,"This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",Its not as comfortable as I was expecting,1524096000,,,"[('NIKE shoes', 0.27176885264098344), ('NIKE', 0.17544642331123667), ('my last pair', 0.10622833061373071), ('This shoe', 0.10563751906344943), ('I', 0.0), ('Its', 0.0), ('they', 0.0)]",90.66141025641028,undec
1990,1990,1990,5.0,True,"04 18, 2018",A2YZERYQTLB8NG,B005AGO4LU,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Lenci,Best tennis shoes I've had all my life. Very comfortable out the box. I would buy 10 pairs of these shoes if had the money.,Very Comfortable,1524009600,,['https://images-na.ssl-images-amazon.com/images/I/71MxdEmUNpL._SY88.jpg'],"[('Best tennis shoes', 0.21000542107148196), ('the money', 0.09423705603841831), ('these shoes', 0.0792891641800339), ('the box', 0.07120552915470957), ('all my life', 0.06843347786857673), ('10 pairs', 0.059305951743249846), ('10', 0.0), ('I', 0.0)]",96.85666666666668,undec
1991,1991,1991,5.0,True,"04 18, 2018",A2EGVPBTNJI3HB,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Amazon Customer,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,The color pattern and fit is what I liked the most what I liked the least is that ...,1524009600,,,"[('stains', 0.19947083948393224), ('The color pattern', 0.04876958296133178), ('I', 0.0), ('they', 0.0), ('what', 0.0)]",74.62428571428573,undec
1992,1992,1992,5.0,True,"04 16, 2018",A1B3W4RSJ1CJEO,B005AGO4LU,"{'Size:': ' 6 B(M) US', 'Color:': ' black'}",Kteel717,"love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Great shoe for the price!,1523836800,,,"[('weight lifting', 0.24388673207568917), ('cardio classes', 0.17975543496593882), ('stairmaster', 0.11479995919614334), ('lightweight and versatile shoe', 0.11116006002066509), ('treadmill', 0.10133793200455977), ('Workout', 0.08945459047187605), ('these shoes', 0.07714550841491095), ('the gym', 0.07599675285431193), ('3-4', 0.0), ('I', 0.0), ('them', 0.0)]",90.31708333333336,undec
1993,1993,1993,5.0,True,"04 15, 2018",A3P9DECTULU1B3,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",JP,"Great shoe. I've had Nike's before and have always been pleased with the comfort, performance, and quality. Though I will say this was the first time I ordered a pair online without trying them on first, so I was nervous. But this turned out to be a great choice. Breathable, lightweight but sturdy, and comfortable during all my workouts. The built-in arch support is great and I've had no discomfort after 2 weeks of use. As far as the sole thickness and cushioning goes, I would consider these a 'medium' build (not thin, not overly thick) so if you're into heavy running outdoors then take that into consideration. Everyone is different in their preference for cushioning, but I think for light runs on a treadmill they would be sufficient. Love these, highly recommend!",Great shoe!,1523750400,2.0,,"[('consideration', 0.12466653308726637), ('heavy running', 0.11692419220168089), ('quality', 0.09807933335981792), ('use', 0.09587269324861138), ('light runs', 0.09248485265930295), ('Great shoe', 0.08439612801766201), ('performance', 0.07488626982526497), ('cushioning', 0.06804301653050132), ('Nike', 0.051624252407319264), ('first', 0.05089439182301858), ('a great choice', 0.04709257184488315), ('Breathable', 0.04492632572045617), ('the first time', 0.03845241390241398), ('a treadmill', 0.03750356068263668), ('2 weeks', 0.03406380108945387), ('the sole thickness', 0.03394338618116739), ('a pair', 0.0323403375931249), ('no discomfort', 0.03090742628757891), ('the comfort', 0.030600129481764604), ('all my workouts', 0.0303560040163366), ('The built-in arch support', 0.027404879766622422), ('their preference', 0.023507112655409654), ('Everyone', 0.0), ('I', 0.0), ('that', 0.0), ('them', 0.0), ('these', 0.0), ('they', 0.0), ('this', 0.0), ('you', 0.0)]",71.13621061359869,undec
1994,1994,1994,3.0,True,"04 13, 2018",A353OJ19SEMPT4,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Annette t.,The material is real then hope they don't fall apart . to expensive for what you get.,Three Stars,1523577600,,,"[('The material', 0.07180071244260462), ('they', 0.0), ('what', 0.0), ('you', 0.0)]",77.1025,undec
1995,1995,1995,3.0,True,"04 9, 2018",A1CIQ2ULKB933A,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Pablo Mateo,Nice,Three Stars,1523232000,,,[],121.22000000000004,undec
1996,1996,1996,5.0,True,"04 9, 2018",A1TFZVGT6J5NYZ,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Sandra calleros,Gracias,Five Stars,1523232000,,,"[('Gracias', 0.5)]",36.62000000000003,undec
1997,1997,1997,5.0,True,"04 8, 2018",A2IJJUO99LXIXG,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Aline J Cone,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes,1523145600,,,"[('first', 0.19393234320632408), ('the first pair', 0.16369747608287646), ('my second pair', 0.13673190494305582), ('a high arch', 0.09821110301384273), ('size', 0.08612083287286967), ('second', 0.07214398350040868), ('these shoes', 0.045322762738094435), ('I', 0.0), ('They', 0.0), ('This', 0.0)]",97.7025,undec
1998,1998,1998,5.0,True,"04 7, 2018",A1CKPC88NHMYGR,B005AGO4LU,"{'Size:': ' 11 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Cynthia Foyer,,Five Stars,1523059200,,['https://images-na.ssl-images-amazon.com/images/I/61ifu-JvzQL._SY88.jpg'],"[('nan', 0.5)]",121.22000000000004,undec
1999,1999,1999,5.0,True,"04 4, 2018",A1S4O68F0UG4GA,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",JAXJAG,Great arch support and comfortable.,Great cross trainer,1522800000,,,"[('Great arch support', 0.32072881110412926)]",49.48000000000002,undec
2000,2000,2000,4.0,True,"04 3, 2018",A8C8Q1GQPYPR3,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Natasha Henry,It looks a bit nicer on the picture. Its very light in such a way that when I held the box I wondered if there was just paper filling inside. They are comfortable for the most. Good looking training shoes overall.,They are comfortable for the most but just a bit narrow,1522713600,,,"[('Good looking training shoes', 0.16918722950232654), ('just paper', 0.07319441827299299), ('Its very light', 0.061646794722354875), ('the box', 0.0587364793691648), ('the picture', 0.057827666125623824), ('such a way', 0.03512137125247033), ('I', 0.0), ('It', 0.0), ('They', 0.0)]",80.88003048780489,undec
2001,2001,2001,5.0,True,"04 3, 2018",A3RHNGQAZWUX01,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Masher41,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers,1522713600,,,"[('previous surgeries', 0.28589170138640674), ('bunion issues', 0.21950543314822607), ('second pair', 0.15254500554476258), ('people', 0.13923574349665258), ('second', 0.09584090696810826), (' Sole', 0.04426701874993215)]",66.71862745098042,undec
2002,2002,2002,5.0,True,"03 31, 2018",A2ILUTAAPPZY79,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Proud dad,My daughter loves these shoes. Fit true to size.,Great looking shoe,1522454400,,,"[('these shoes', 0.11785518281339975), ('My daughter', 0.07258650660891072)]",108.2675,undec
2003,2003,2003,5.0,True,"03 28, 2018",A21PLUMLST80EK,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",The Lucky One,Purchased for my daughter for gym class.  She loves them.  Very cute and very comfortable.,Great shoes.,1522195200,,,"[('gym class', 0.319511080173239), ('my daughter', 0.07767149412761257), ('She', 0.0), ('them', 0.0)]",91.60098039215688,undec
2004,2004,2004,3.0,True,"03 27, 2018",A1R9CFF27RIALC,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Danielle,Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.,"Style 10/10, Comfort 3/10",1522108800,,,"[('expensive inserts', 0.191008541433675), ('Great look', 0.14442483776755233), ('a nike shoe', 0.13969177592074933), ('the shoe', 0.11243822885722742), ('zero support', 0.06331993435371129), ('zero', 0.0)]",76.33712121212123,undec
2005,2005,2005,5.0,True,"03 22, 2018",A3KKVVAINMZF9D,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Nadege Marcellus,"Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",these shoes are great! Very lightweight and fits comfortably on my feet ...,1521676800,2.0,"['https://images-na.ssl-images-amazon.com/images/I/61nv8h45pHL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71mOYBlBnAL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/619NiK+tIRL._SY88.jpg']","[('my previous running shoes', 0.11432435134680156), ('those things', 0.08558343981939043), ('the price', 0.07895873475992876), ('a glove', 0.06838734497436737), ('these shoes', 0.06628878628187161), ('my feet', 0.05027940605600403), ('a shot', 0.04211949319150207), ('the sole', 0.04211949319150207), ('the box', 0.037180362869966115), ('I', 0.0), ('them', 0.0), ('they', 0.0)]",89.73250000000002,undec
2006,2006,2006,5.0,True,"03 22, 2018",AHQZL3LSIR57E,B005AGO4LU,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Donna Rische,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Great shoes. Fit perfectly,1521676800,,,"[('Good price', 0.16171457187309898), ('Great shoes', 0.16171457187309898), ('Comfortable right', 0.14917035289730163), ('Light weight', 0.14474756644807807), ('a 12 hour work shift', 0.11852631958476512), ('the start', 0.07619479257937128), ('12 hour', 0.06822465924985598)]",94.69627272727274,undec
2007,2007,2007,5.0,True,"03 21, 2018",A36UF843501J4Y,B005AGO4LU,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Alisha K. Casey,I love them! They fit perfect and are very comfortable!!,Five Stars,1521590400,,,"[('I', 0.0), ('They', 0.0), ('them', 0.0)]",74.86000000000003,undec
2008,2008,2008,5.0,True,"03 20, 2018",AJ74ZOS1UKOBA,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",keith jones,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day,1521504000,,,"[('nike shoes', 0.27770002740749405), ('every other shoe', 0.158828297252405), ('these lightweight shoes', 0.1421445508904472), ('nike', 0.1349911282808987), ('my closet', 0.10482394399161343), ('half a size', 0.03528113233982528), ('half', 0.0)]",73.99246376811597,undec
2009,2009,2009,5.0,True,"03 19, 2018",A3UTTXFSBNV2V7,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Mary,My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,My knees feel better so so hard so good,1521417600,,,"[('many styles', 0.24022720602123782), ('HIIT workouts', 0.14138077736583843), ('HIIT', 0.09923888811070802), ('these shoes', 0.060959427981248926), ('My knees', 0.03786796977348042), ('They', 0.0), ('i', 0.0), ('me', 0.0)]",97.4775,undec
2010,2010,2010,5.0,True,"03 19, 2018",A2QPBIA0HKEL96,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",kristin,Love the color!,Five Stars,1521417600,,,"[('the color', 0.18606416643214074)]",90.99000000000004,undec
